Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,144,Sri Lanka,2009,Male,13.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,144,Sri Lanka,2009,Both sexes,14.11,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,144,Sri Lanka,2001,Female,14.11,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,144,Sri Lanka,2001,Male,13.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,144,Sri Lanka,2001,Both sexes,13.7,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,356,India,2011,Female,7.09,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,356,India,2011,Male,12.62,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,356,India,2011,Both sexes,9.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Female,14.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Male,17.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Both sexes,15.77,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Female,17.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Male,19.41,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Both sexes,18.53,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2006,Female,14.47,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2006,Male,17.55,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2006,Both sexes,16.17,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2012,Female,18.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2012,Male,21.07,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2012,Both sexes,19.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2013,Female,20.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2013,Male,21.95,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2013,Both sexes,21.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Female,21.12,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Male,22.27,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Both sexes,21.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,462,Maldives,2006,Female,1.2,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,462,Maldives,2006,Male,2.29,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,462,Maldives,2006,Both sexes,1.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,524,Nepal,2011,Female,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,524,Nepal,2011,Male,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,524,Nepal,2011,Both sexes,0,-,-,Not relevant,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2008,Female,3.38,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2008,Male,8.36,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2008,Both sexes,5.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2005,Female,2.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2005,Male,5.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2005,Both sexes,3.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2009,Female,4.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2009,Male,8.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2009,Both sexes,6.67,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2010,Female,4.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2010,Male,9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2010,Both sexes,6.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2006,Female,3.52,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2006,Male,8.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2006,Both sexes,6.3,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2011,Female,4.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2011,Male,9.94,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2011,Both sexes,7.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2012,Female,4.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2012,Male,10.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2012,Both sexes,7.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2013,Female,5.22,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2013,Male,10.65,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2013,Both sexes,7.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2014,Female,6.09,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2014,Male,11.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2014,Both sexes,8.75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2008,Female,8.11,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2008,Male,11.71,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2008,Both sexes,9.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2001,Female,5.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2001,Male,9.23,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2001,Both sexes,7.43,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2011,Female,1.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2011,Male,1.41,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2011,Both sexes,1.46,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2012,Female,12.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2012,Male,13.46,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2012,Both sexes,12.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2003,Female,29.19,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2003,Male,26.32,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2003,Both sexes,27.81,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2005,Female,16.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2005,Male,17.95,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2005,Both sexes,17.2,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2004,Female,15.43,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2004,Male,17.11,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2004,Both sexes,16.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2006,Female,19.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2006,Male,17.04,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2006,Both sexes,17.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2015,Female,21.34,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2015,Male,20.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2015,Both sexes,21.13,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2014,Female,21.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2014,Male,20.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2014,Both sexes,21.25,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2008,Female,38.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2008,Male,32.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2008,Both sexes,35.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2005,Female,33.13,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2005,Male,30.23,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2005,Both sexes,31.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2007,Female,36.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2007,Male,31.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2007,Both sexes,33.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2009,Female,39.76,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2009,Male,33.83,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2009,Both sexes,36.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2010,Female,40.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2010,Male,34.13,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2010,Both sexes,37.49,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2004,Female,32.56,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2004,Male,29.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2004,Both sexes,30.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2006,Female,35.34,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2006,Male,30.63,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2006,Both sexes,33.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2011,Female,42.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2011,Male,34.59,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2011,Both sexes,38.36,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2012,Female,44.95,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2012,Male,37.55,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2012,Both sexes,41.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2013,Female,40.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2013,Male,33.49,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2013,Both sexes,37.21,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2015,Female,44.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2015,Male,36.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2015,Both sexes,40.47,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:05,0,0,0,0,-,0
Educational attainment (tertiary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2014,Female,37.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T20:03:04,0,0,0,0,-,0
