Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2010,Male,60.76,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2010,Both sexes,46.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2006,Female,30.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2006,Male,59.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2006,Both sexes,45.93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2011,Female,34.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2011,Male,60.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2011,Both sexes,48.35,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2012,Female,34.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2012,Male,60.77,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2012,Both sexes,47.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2013,Female,35.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2013,Male,61.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2013,Both sexes,48.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2014,Female,36.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2014,Male,62.52,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2014,Both sexes,49.81,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2008,Female,90.08,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2008,Male,94.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2008,Both sexes,92.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2001,Female,88.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2001,Male,94.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2001,Both sexes,91.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2011,Female,94.43,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2011,Male,97.32,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2011,Both sexes,95.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2012,Female,94.26,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2012,Male,96.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2012,Both sexes,95.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2006,Female,91.55,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2006,Male,94.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2006,Both sexes,93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2015,Female,96.07,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2015,Male,96.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2015,Both sexes,96.46,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2014,Female,96.15,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2014,Male,96.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2014,Both sexes,96.53,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2010,Female,99.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2010,Male,99.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2010,Both sexes,99.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2012,Female,99.81,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2012,Male,100,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2012,Both sexes,99.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2015,Female,100,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2015,Male,100,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2015,Both sexes,100,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2008,Female,91.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2008,Male,94.38,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2008,Both sexes,93.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2009,Female,92.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2009,Male,94.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2009,Both sexes,93.26,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2010,Female,91.42,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2010,Male,94,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2010,Both sexes,92.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2006,Female,91.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2006,Male,93.65,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2006,Both sexes,92.48,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2011,Female,91.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2011,Male,94.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2011,Both sexes,92.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2012,Female,91.17,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2012,Male,93.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2012,Both sexes,92.49,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2013,Female,91.93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2013,Male,94.21,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2013,Both sexes,93.03,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2015,Female,94.27,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2015,Male,95.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2015,Both sexes,95.07,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2014,Female,92.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2014,Male,94.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2014,Both sexes,93.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,60,Bermuda,2000,Female,99.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,60,Bermuda,2000,Male,99.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,60,Bermuda,2000,Both sexes,99.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2010,Female,63.25,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2010,Male,83.76,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2010,Both sexes,73.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2011,Female,65.33,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2011,Male,84.15,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2011,Both sexes,74.35,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2015,Female,71.7,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2015,Male,88.72,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2015,Both sexes,79.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2014,Female,69.49,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2014,Male,87.45,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2014,Both sexes,78.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,100,Bulgaria,2001,Female,96.13,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,100,Bulgaria,2001,Male,97.93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,100,Bulgaria,2001,Both sexes,96.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,112,Belarus,2009,Female,98.62,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,112,Belarus,2009,Male,99.55,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,112,Belarus,2009,Both sexes,99.04,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2001,Female,88.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2001,Male,95.43,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2001,Both sexes,91.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2011,Female,95.44,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2011,Male,98.7,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2011,Both sexes,96.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2008,Female,89.83,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2008,Male,95.32,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2008,Both sexes,92.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2005,Female,88.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2005,Male,94.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2005,Both sexes,91.7,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:56,0,0,0,0,-,0
Educational attainment (primary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2007,Female,89.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-08-06T18:49:55,0,0,0,0,-,0
